antecedent,consequent,support,confidence,lift
HAND WARMER OWL DESIGN,HAND WARMER BIRD DESIGN,0.015680935814047295,0.47553516819571867,17.02398734806081
HAND WARMER BIRD DESIGN,HAND WARMER OWL DESIGN,0.015680935814047295,0.5613718411552346,17.02398734806081
LARGE WHITE HEART OF WICKER,SMALL WHITE HEART OF WICKER,0.015025462612817023,0.5302491103202848,16.719285540512253
SMALL WHITE HEART OF WICKER,LARGE WHITE HEART OF WICKER,0.015025462612817023,0.4737678855325914,16.719285540512253
PINK REGENCY TEACUP AND SAUCER,GREEN REGENCY TEACUP AND SAUCER,0.03186608178288711,0.8261437908496732,16.17463949054449
GREEN REGENCY TEACUP AND SAUCER,PINK REGENCY TEACUP AND SAUCER,0.03186608178288711,0.6238894373149062,16.17463949054449
RED  HARMONICA IN BOX,BLUE HARMONICA IN BOX,0.015933040891443553,0.47806354009077157,15.723771460398462
BLUE HARMONICA IN BOX,RED  HARMONICA IN BOX,0.015933040891443553,0.5240464344941956,15.72377146039846
GARDENERS KNEELING PAD KEEP CALM,GARDENERS KNEELING PAD CUP OF TEA,0.027529874451671456,0.5980284775465499,15.647359888101217
GARDENERS KNEELING PAD CUP OF TEA,GARDENERS KNEELING PAD KEEP CALM,0.027529874451671456,0.7203166226912928,15.647359888101215
BAKING SET 9 PIECE RETROSPOT,BAKING SET SPACEBOY DESIGN,0.016840619170070084,0.3576017130620985,15.28516115336336
BAKING SET SPACEBOY DESIGN,BAKING SET 9 PIECE RETROSPOT,0.016840619170070084,0.7198275862068965,15.28516115336336
PINK REGENCY TEACUP AND SAUCER,ROSES REGENCY TEACUP AND SAUCER,0.03015176725659255,0.7816993464052288,14.557223603056245
ROSES REGENCY TEACUP AND SAUCER,PINK REGENCY TEACUP AND SAUCER,0.03015176725659255,0.5615023474178403,14.557223603056245
ROUND SNACK BOXES SET OF 4 FRUITS,ROUND SNACK BOXES SET OF4 WOODLAND,0.01552967276760954,0.5301204819277109,14.363223385344657
ROUND SNACK BOXES SET OF4 WOODLAND,ROUND SNACK BOXES SET OF 4 FRUITS,0.01552967276760954,0.42076502732240434,14.363223385344657
PLASTERS IN TIN SPACEBOY,PLASTERS IN TIN WOODLAND ANIMALS,0.017143145262945594,0.5052005943536404,14.232447994056463
PLASTERS IN TIN WOODLAND ANIMALS,PLASTERS IN TIN SPACEBOY,0.017143145262945594,0.48295454545454536,14.232447994056463
SET/6 RED SPOTTY PAPER PLATES,SET/20 RED RETROSPOT PAPER NAPKINS,0.01865577572732315,0.7020872865275143,14.122208066633055
SET/20 RED RETROSPOT PAPER NAPKINS,SET/6 RED SPOTTY PAPER PLATES,0.01865577572732315,0.3752535496957404,14.122208066633052
GREEN REGENCY TEACUP AND SAUCER,ROSES REGENCY TEACUP AND SAUCER,0.038672918872586094,0.7571569595261599,14.100182139232235
ROSES REGENCY TEACUP AND SAUCER,GREEN REGENCY TEACUP AND SAUCER,0.038672918872586094,0.72018779342723,14.100182139232233
STRAWBERRY CHARLOTTE BAG,CHARLOTTE BAG PINK POLKADOT,0.019109564866636414,0.5249307479224377,14.030931972433565
CHARLOTTE BAG PINK POLKADOT,STRAWBERRY CHARLOTTE BAG,0.019109564866636414,0.5107816711590296,14.030931972433565
DOLLY GIRL LUNCH BOX,SPACEBOY LUNCH BOX,0.027126506327837443,0.6329411764705883,13.947913725490197
SPACEBOY LUNCH BOX,DOLLY GIRL LUNCH BOX,0.027126506327837443,0.5977777777777777,13.947913725490196
JUMBO BAG APPLES,JUMBO BAG PEARS,0.02047093228457621,0.41513292433537835,13.837531577047997
JUMBO BAG PEARS,JUMBO BAG APPLES,0.02047093228457621,0.6823529411764705,13.837531577047995
HOT WATER BOTTLE I AM SO POORLY,CHOCOLATE HOT WATER BOTTLE,0.019765038067866687,0.5966514459665145,13.791827654841354
CHOCOLATE HOT WATER BOTTLE,HOT WATER BOTTLE I AM SO POORLY,0.019765038067866687,0.45687645687645684,13.791827654841352
CHARLOTTE BAG PINK POLKADOT,RED RETROSPOT CHARLOTTE BAG,0.026319770080169416,0.7035040431266847,13.519957061367768
RED RETROSPOT CHARLOTTE BAG,CHARLOTTE BAG PINK POLKADOT,0.026319770080169416,0.5058139534883721,13.519957061367768
STRAWBERRY CHARLOTTE BAG,WOODLAND CHARLOTTE BAG,0.02047093228457621,0.5623268698060941,13.38850997462697
WOODLAND CHARLOTTE BAG,STRAWBERRY CHARLOTTE BAG,0.02047093228457621,0.48739495798319327,13.388509974626968
SET OF 3 HEART COOKIE CUTTERS,SET OF 3 BUTTERFLY COOKIE CUTTERS,0.015680935814047295,0.45401459854014603,13.087894669835345
SET OF 3 BUTTERFLY COOKIE CUTTERS,SET OF 3 HEART COOKIE CUTTERS,0.015680935814047295,0.45203488372093026,13.087894669835343
RED RETROSPOT CHARLOTTE BAG,STRAWBERRY CHARLOTTE BAG,0.02450461352291635,0.4709302325581395,12.936231720672549
STRAWBERRY CHARLOTTE BAG,RED RETROSPOT CHARLOTTE BAG,0.02450461352291635,0.6731301939058171,12.936231720672549
STRAWBERRY CHARLOTTE BAG,CHARLOTTE BAG SUKI DESIGN,0.020924721423889476,0.574792243767313,12.92500518212825
CHARLOTTE BAG SUKI DESIGN,STRAWBERRY CHARLOTTE BAG,0.020924721423889476,0.4705215419501133,12.92500518212825
ALARM CLOCK BAKELIKE RED,ALARM CLOCK BAKELIKE ORANGE,0.01522714667473403,0.2873453853472883,12.806564106950043
ALARM CLOCK BAKELIKE ORANGE,ALARM CLOCK BAKELIKE RED,0.01522714667473403,0.6786516853932584,12.806564106950042
RECYCLING BAG RETROSPOT,DOTCOM POSTAGE,0.01704230323198709,0.45187165775401067,12.694009331778036
DOTCOM POSTAGE,RECYCLING BAG RETROSPOT,0.01704230323198709,0.47875354107648715,12.694009331778034
CHARLOTTE BAG PINK POLKADOT,WOODLAND CHARLOTTE BAG,0.019916301114304442,0.532345013477089,12.674668250049347
WOODLAND CHARLOTTE BAG,CHARLOTTE BAG PINK POLKADOT,0.019916301114304442,0.47418967587034816,12.674668250049345
CHARLOTTE BAG PINK POLKADOT,CHARLOTTE BAG SUKI DESIGN,0.020672616346493217,0.5525606469002695,12.425096723325447
CHARLOTTE BAG SUKI DESIGN,CHARLOTTE BAG PINK POLKADOT,0.020672616346493217,0.4648526077097505,12.425096723325447
ALARM CLOCK BAKELIKE RED,ALARM CLOCK BAKELIKE IVORY,0.018807038773760904,0.3549000951474786,12.348655415894639
ALARM CLOCK BAKELIKE IVORY,ALARM CLOCK BAKELIKE RED,0.018807038773760904,0.6543859649122807,12.348655415894637
ALARM CLOCK BAKELIKE RED,ALARM CLOCK BAKELIKE GREEN,0.03226944990672112,0.6089438629876308,12.32365677003437
ALARM CLOCK BAKELIKE GREEN,ALARM CLOCK BAKELIKE RED,0.03226944990672112,0.653061224489796,12.32365677003437
WOODLAND CHARLOTTE BAG,CHARLOTTE BAG SUKI DESIGN,0.0229919830585388,0.5474189675870349,12.309478893598257
CHARLOTTE BAG SUKI DESIGN,WOODLAND CHARLOTTE BAG,0.0229919830585388,0.5170068027210885,12.309478893598257
VINTAGE HEADS AND TAILS CARD GAME,VINTAGE SNAP CARDS,0.017243987293904098,0.5634266886326194,12.067431442387408
VINTAGE SNAP CARDS,VINTAGE HEADS AND TAILS CARD GAME,0.017243987293904098,0.36933045356371486,12.067431442387408
CHOCOLATE HOT WATER BOTTLE,HOT WATER BOTTLE TEA AND SYMPATHY,0.016840619170070084,0.3892773892773892,12.00705826055748
HOT WATER BOTTLE TEA AND SYMPATHY,CHOCOLATE HOT WATER BOTTLE,0.016840619170070084,0.5194401244167962,12.00705826055748
JUMBO BAG SCANDINAVIAN BLUE PAISLEY,JUMBO BAG PINK VINTAGE PAISLEY,0.0173448293248626,0.5196374622356495,11.91441594048513
JUMBO BAG PINK VINTAGE PAISLEY,JUMBO BAG SCANDINAVIAN BLUE PAISLEY,0.0173448293248626,0.3976878612716762,11.914415940485128
JUMBO BAG PEARS,JUMBO BAG VINTAGE LEAF,0.01583219886048505,0.5277310924369748,11.907270484985803
JUMBO BAG VINTAGE LEAF,JUMBO BAG PEARS,0.01583219886048505,0.3572241183162685,11.907270484985803
ALARM CLOCK BAKELIKE GREEN,ALARM CLOCK BAKELIKE IVORY,0.016840619170070084,0.3408163265306122,11.858614393125672
ALARM CLOCK BAKELIKE IVORY,ALARM CLOCK BAKELIKE GREEN,0.016840619170070084,0.5859649122807017,11.85861439312567
DOTCOM POSTAGE,JUMBO BAG WOODLAND ANIMALS,0.018201986588009884,0.5113314447592068,11.75114315632601
JUMBO BAG WOODLAND ANIMALS,DOTCOM POSTAGE,0.018201986588009884,0.4183082271147161,11.75114315632601
WOODLAND CHARLOTTE BAG,RED RETROSPOT CHARLOTTE BAG,0.025462612817022136,0.6062424969987996,11.650782405985652
RED RETROSPOT CHARLOTTE BAG,WOODLAND CHARLOTTE BAG,0.025462612817022136,0.48934108527131787,11.650782405985652
CHARLOTTE BAG APPLES DESIGN,CHARLOTTE BAG SUKI DESIGN,0.015126304643775526,0.5145797598627787,11.57104351174432
CHARLOTTE BAG SUKI DESIGN,CHARLOTTE BAG APPLES DESIGN,0.015126304643775526,0.3401360544217687,11.57104351174432
PAPER CHAIN KIT VINTAGE CHRISTMAS,PAPER CHAIN KIT 50'S CHRISTMAS,0.027832400544546967,0.6731707317073171,11.509478553406225
PAPER CHAIN KIT 50'S CHRISTMAS,PAPER CHAIN KIT VINTAGE CHRISTMAS,0.027832400544546967,0.47586206896551725,11.509478553406224
ALARM CLOCK BAKELIKE RED,ALARM CLOCK BAKELIKE PINK,0.023697877275248323,0.44719314938154137,11.32717973395161
ALARM CLOCK BAKELIKE PINK,ALARM CLOCK BAKELIKE RED,0.023697877275248323,0.6002554278416348,11.32717973395161
RED RETROSPOT CHARLOTTE BAG,CHARLOTTE BAG SUKI DESIGN,0.02556345484798064,0.49127906976744184,11.047095000791014
CHARLOTTE BAG SUKI DESIGN,RED RETROSPOT CHARLOTTE BAG,0.02556345484798064,0.5748299319727891,11.047095000791012
COOK WITH WINE METAL SIGN,GIN + TONIC DIET METAL SIGN,0.015277567690213281,0.41908713692946054,10.95092909976547
GIN + TONIC DIET METAL SIGN,COOK WITH WINE METAL SIGN,0.015277567690213281,0.39920948616600793,10.95092909976547
CHARLOTTE BAG APPLES DESIGN,RED RETROSPOT CHARLOTTE BAG,0.016588514092673826,0.5643224699828473,10.84516235190873
RED RETROSPOT CHARLOTTE BAG,CHARLOTTE BAG APPLES DESIGN,0.016588514092673826,0.31879844961240306,10.84516235190873
ALARM CLOCK BAKELIKE GREEN,ALARM CLOCK BAKELIKE PINK,0.02107598447032723,0.42653061224489797,10.803807959965596
ALARM CLOCK BAKELIKE PINK,ALARM CLOCK BAKELIKE GREEN,0.02107598447032723,0.5338441890166028,10.803807959965596
RED TOADSTOOL LED NIGHT LIGHT,DOTCOM POSTAGE,0.0157817778450058,0.36866902237926974,10.356675241994413
DOTCOM POSTAGE,RED TOADSTOOL LED NIGHT LIGHT,0.0157817778450058,0.44334277620396595,10.356675241994413
LUNCH BAG VINTAGE LEAF DESIGN,LUNCH BAG APPLE DESIGN,0.018201986588009884,0.5404191616766468,10.345688449356116
LUNCH BAG APPLE DESIGN,LUNCH BAG VINTAGE LEAF DESIGN,0.018201986588009884,0.3484555984555985,10.345688449356116
WOODEN PICTURE FRAME WHITE FINISH,WOODEN FRAME ANTIQUE WHITE,0.027176927343316695,0.49,10.008414006179198
WOODEN FRAME ANTIQUE WHITE,WOODEN PICTURE FRAME WHITE FINISH,0.027176927343316695,0.5550978372811535,10.008414006179198
PLEASE ONE PERSON METAL SIGN,COOK WITH WINE METAL SIGN,0.015176725659254778,0.35621301775147934,9.771469959979378
COOK WITH WINE METAL SIGN,PLEASE ONE PERSON METAL SIGN,0.015176725659254778,0.4163208852005532,9.771469959979376
PACK OF 60 PINK PAISLEY CAKE CASES,60 TEATIME FAIRY CAKE CASES,0.017849039479655122,0.40736478711162255,9.757567418822235
60 TEATIME FAIRY CAKE CASES,PACK OF 60 PINK PAISLEY CAKE CASES,0.017849039479655122,0.42753623188405804,9.757567418822235
LUNCH BAG DOLLY GIRL DESIGN,LUNCH BAG SPACEBOY DESIGN,0.01956335400594968,0.5689149560117303,9.75219561156495
LUNCH BAG SPACEBOY DESIGN,LUNCH BAG DOLLY GIRL DESIGN,0.01956335400594968,0.3353500432152118,9.75219561156495
LUNCH BAG APPLE DESIGN,LUNCH BAG ALPHABET DESIGN,0.018807038773760904,0.36003861003861004,9.649521287696963
LUNCH BAG ALPHABET DESIGN,LUNCH BAG APPLE DESIGN,0.018807038773760904,0.504054054054054,9.649521287696961
JUMBO BAG TOYS,JUMBO STORAGE BAG SUKI,0.015025462612817023,0.5708812260536399,9.562742699596148
JUMBO STORAGE BAG SUKI,JUMBO BAG TOYS,0.015025462612817023,0.2516891891891892,9.562742699596148
DOTCOM POSTAGE,JUMBO STORAGE BAG SUKI,0.019916301114304442,0.5594900849858356,9.371931465814255
JUMBO STORAGE BAG SUKI,DOTCOM POSTAGE,0.019916301114304442,0.33361486486486486,9.371931465814255
CHOCOLATE HOT WATER BOTTLE,SCOTTIE DOG HOT WATER BOTTLE,0.015680935814047295,0.36247086247086246,9.32410455951312
SCOTTIE DOG HOT WATER BOTTLE,CHOCOLATE HOT WATER BOTTLE,0.015680935814047295,0.4033722438391699,9.324104559513119
DOTCOM POSTAGE,GREEN REGENCY TEACUP AND SAUCER,0.01668935612363233,0.46883852691218125,9.17914561130236
GREEN REGENCY TEACUP AND SAUCER,DOTCOM POSTAGE,0.01668935612363233,0.32675222112537017,9.17914561130236
JUMBO SHOPPER VINTAGE RED PAISLEY,JUMBO BAG SCANDINAVIAN BLUE PAISLEY,0.017697776433217367,0.2987234042553192,8.949518544706564
JUMBO BAG SCANDINAVIAN BLUE PAISLEY,JUMBO SHOPPER VINTAGE RED PAISLEY,0.017697776433217367,0.5302114803625378,8.949518544706564
HEART OF WICKER LARGE,HEART OF WICKER SMALL,0.024857560631271113,0.532972972972973,8.801376330535364
HEART OF WICKER SMALL,HEART OF WICKER LARGE,0.024857560631271113,0.4104912572855953,8.801376330535364
JUMBO BAG ALPHABET,JUMBO BAG APPLES,0.019714617052387435,0.4315673289183223,8.751814759138124
JUMBO BAG APPLES,JUMBO BAG ALPHABET,0.019714617052387435,0.3997955010224949,8.751814759138124
JUMBO STORAGE BAG SUKI,JUMBO STORAGE BAG SKULLS,0.018504512680885394,0.30996621621621623,8.719943214491087
JUMBO STORAGE BAG SKULLS,JUMBO STORAGE BAG SUKI,0.018504512680885394,0.5205673758865248,8.719943214491087
JUMBO BAG WOODLAND ANIMALS,JUMBO STORAGE BAG SUKI,0.022639035950184037,0.5202780996523754,8.71509759324794
JUMBO STORAGE BAG SUKI,JUMBO BAG WOODLAND ANIMALS,0.022639035950184037,0.37922297297297297,8.71509759324794
JUMBO SHOPPER VINTAGE RED PAISLEY,DOTCOM POSTAGE,0.018302828618968387,0.308936170212766,8.678655897775903
DOTCOM POSTAGE,JUMBO SHOPPER VINTAGE RED PAISLEY,0.018302828618968387,0.5141643059490085,8.678655897775903
PACK OF 72 RETROSPOT CAKE CASES,PACK OF 60 SPACEBOY CAKE CASES,0.015075883628296274,0.22651515151515153,8.639375000000001
PACK OF 60 SPACEBOY CAKE CASES,PACK OF 72 RETROSPOT CAKE CASES,0.015075883628296274,0.575,8.639375
PACK OF 72 RETROSPOT CAKE CASES,PACK OF 72 SKULL CAKE CASES,0.018807038773760904,0.2825757575757576,8.452978883861238
PACK OF 72 SKULL CAKE CASES,PACK OF 72 RETROSPOT CAKE CASES,0.018807038773760904,0.5625942684766214,8.452978883861237
JUMBO BAG SPACEBOY DESIGN,JUMBO STORAGE BAG SUKI,0.017395250340341853,0.5029154518950437,8.424258578914191
JUMBO STORAGE BAG SUKI,JUMBO BAG SPACEBOY DESIGN,0.017395250340341853,0.2913851351351351,8.424258578914191
JUMBO BAG APPLES,JUMBO BAG VINTAGE LEAF,0.01835324963444764,0.37218813905930476,8.397733062529227
JUMBO BAG VINTAGE LEAF,JUMBO BAG APPLES,0.01835324963444764,0.4141069397042093,8.397733062529227
60 TEATIME FAIRY CAKE CASES,PACK OF 72 RETROSPOT CAKE CASES,0.022840720012101044,0.5471014492753624,8.22019927536232
PACK OF 72 RETROSPOT CAKE CASES,60 TEATIME FAIRY CAKE CASES,0.022840720012101044,0.3431818181818182,8.22019927536232
JUMBO BAG PINK VINTAGE PAISLEY,JUMBO SHOPPER VINTAGE RED PAISLEY,0.02102556345484798,0.48208092485549126,8.137115729922517
JUMBO SHOPPER VINTAGE RED PAISLEY,JUMBO BAG PINK VINTAGE PAISLEY,0.02102556345484798,0.35489361702127653,8.137115729922517
JUMBO BAG OWLS,JUMBO STORAGE BAG SUKI,0.01608430393788131,0.4855403348554034,8.133210693570282
JUMBO STORAGE BAG SUKI,JUMBO BAG OWLS,0.01608430393788131,0.26942567567567566,8.133210693570282
JUMBO BAG WOODLAND ANIMALS,JUMBO BAG PINK POLKADOT,0.021630615640599003,0.49710312862108924,8.094455131315323
JUMBO BAG PINK POLKADOT,JUMBO BAG WOODLAND ANIMALS,0.021630615640599003,0.3522167487684729,8.094455131315321
LUNCH BAG SPACEBOY DESIGN,LUNCH BAG WOODLAND,0.02415166641456159,0.4140017286084702,8.073644329883765
LUNCH BAG WOODLAND,LUNCH BAG SPACEBOY DESIGN,0.02415166641456159,0.4709931170108161,8.073644329883765
JUMBO BAG SPACEBOY DESIGN,JUMBO BAG PINK POLKADOT,0.017092724247466343,0.49416909620991256,8.04667954444269
JUMBO BAG PINK POLKADOT,JUMBO BAG SPACEBOY DESIGN,0.017092724247466343,0.27832512315270935,8.04667954444269
PACK OF 72 RETROSPOT CAKE CASES,PACK OF 60 DINOSAUR CAKE CASES,0.01608430393788131,0.24166666666666667,7.975
PACK OF 60 DINOSAUR CAKE CASES,PACK OF 72 RETROSPOT CAKE CASES,0.01608430393788131,0.5307820299500832,7.975
JUMBO BAG PINK POLKADOT,DOTCOM POSTAGE,0.017395250340341853,0.2832512315270936,7.957112853933211
DOTCOM POSTAGE,JUMBO BAG PINK POLKADOT,0.017395250340341853,0.4886685552407931,7.95711285393321
LUNCH BAG CARS BLUE,LUNCH BAG PINK POLKADOT,0.025311349770584378,0.4365217391304348,7.94269325887515
LUNCH BAG PINK POLKADOT,LUNCH BAG CARS BLUE,0.025311349770584378,0.4605504587155963,7.942693258875149
LUNCH BAG APPLE DESIGN,LUNCH BAG SUKI DESIGN,0.022639035950184037,0.4333976833976834,7.929498390061121
LUNCH BAG SUKI DESIGN,LUNCH BAG APPLE DESIGN,0.022639035950184037,0.41420664206642066,7.92949839006112
JUMBO BAG VINTAGE LEAF,JUMBO BAG ALPHABET,0.015983461906922805,0.36063708759954494,7.894608563313217
JUMBO BAG ALPHABET,JUMBO BAG VINTAGE LEAF,0.015983461906922805,0.3498896247240618,7.894608563313217
LUNCH BAG SUKI DESIGN,LUNCH BAG ALPHABET DESIGN,0.01608430393788131,0.29428044280442806,7.887113543432732
LUNCH BAG ALPHABET DESIGN,LUNCH BAG SUKI DESIGN,0.01608430393788131,0.43108108108108106,7.887113543432731
JUMBO BAG PINK POLKADOT,JUMBO BAG SCANDINAVIAN BLUE PAISLEY,0.016033882922402057,0.26108374384236455,7.82186388463084
JUMBO BAG SCANDINAVIAN BLUE PAISLEY,JUMBO BAG PINK POLKADOT,0.016033882922402057,0.48036253776435045,7.821863884630839
LUNCH BAG PINK POLKADOT,LUNCH BAG  BLACK SKULL.,0.027429032420712953,0.4990825688073395,7.775573124238778
LUNCH BAG  BLACK SKULL.,LUNCH BAG PINK POLKADOT,0.027429032420712953,0.42733699921445406,7.775573124238777
JUMBO STORAGE BAG SKULLS,JUMBO BAG PINK POLKADOT,0.01668935612363233,0.46950354609929074,7.645044195227613
JUMBO BAG PINK POLKADOT,JUMBO STORAGE BAG SKULLS,0.01668935612363233,0.2717569786535304,7.645044195227613
JUMBO STORAGE BAG SUKI,JUMBO BAG SCANDINAVIAN BLUE PAISLEY,0.01522714667473403,0.25506756756756754,7.641623969135298
JUMBO BAG SCANDINAVIAN BLUE PAISLEY,JUMBO STORAGE BAG SUKI,0.01522714667473403,0.4561933534743203,7.641623969135298
JUMBO BAG WOODLAND ANIMALS,JUMBO SHOPPER VINTAGE RED PAISLEY,0.019664196036908183,0.4519119351100811,7.627888858755947
JUMBO SHOPPER VINTAGE RED PAISLEY,JUMBO BAG WOODLAND ANIMALS,0.019664196036908183,0.33191489361702126,7.627888858755947
JUMBO  BAG BAROQUE BLACK WHITE,JUMBO SHOPPER VINTAGE RED PAISLEY,0.021227247516764986,0.45123258306538044,7.6164219744133534
JUMBO SHOPPER VINTAGE RED PAISLEY,JUMBO  BAG BAROQUE BLACK WHITE,0.021227247516764986,0.3582978723404255,7.6164219744133534
LUNCH BAG CARS BLUE,LUNCH BAG WOODLAND,0.022588614934704786,0.3895652173913044,7.597096319097089
LUNCH BAG WOODLAND,LUNCH BAG CARS BLUE,0.022588614934704786,0.44051130776794495,7.597096319097089
JUMBO STORAGE BAG SUKI,JUMBO  BAG BAROQUE BLACK WHITE,0.021277668532244238,0.35641891891891886,7.576480620491873
JUMBO  BAG BAROQUE BLACK WHITE,JUMBO STORAGE BAG SUKI,0.021277668532244238,0.4523043944265809,7.576480620491873
LUNCH BAG SUKI DESIGN,LUNCH BAG CARS BLUE,0.023748298290727575,0.4345018450184502,7.493456601957324
LUNCH BAG CARS BLUE,LUNCH BAG SUKI DESIGN,0.023748298290727575,0.40956521739130436,7.493456601957324
JUMBO BAG WOODLAND ANIMALS,JUMBO  BAG BAROQUE BLACK WHITE,0.015327988705692533,0.3522595596755504,7.48806414474297
JUMBO  BAG BAROQUE BLACK WHITE,JUMBO BAG WOODLAND ANIMALS,0.015327988705692533,0.3258306538049303,7.488064144742969
JUMBO STORAGE BAG SUKI,JUMBO SHOPPER VINTAGE RED PAISLEY,0.02642061211112792,0.44256756756756754,7.470163887291546
JUMBO SHOPPER VINTAGE RED PAISLEY,JUMBO STORAGE BAG SUKI,0.02642061211112792,0.4459574468085106,7.470163887291546
PACK OF 60 PINK PAISLEY CAKE CASES,PACK OF 72 RETROSPOT CAKE CASES,0.021681036656078255,0.4948216340621404,7.4346950517836605
PACK OF 72 RETROSPOT CAKE CASES,PACK OF 60 PINK PAISLEY CAKE CASES,0.021681036656078255,0.3257575757575758,7.43469505178366
LUNCH BAG  BLACK SKULL.,LUNCH BAG SUKI DESIGN,0.025966822971814654,0.4045561665357424,7.401810379062158
LUNCH BAG SUKI DESIGN,LUNCH BAG  BLACK SKULL.,0.025966822971814654,0.47509225092250923,7.401810379062157
72 SWEETHEART FAIRY CAKE CASES,PACK OF 72 RETROSPOT CAKE CASES,0.015176725659254778,0.4894308943089431,7.353699186991871
PACK OF 72 RETROSPOT CAKE CASES,72 SWEETHEART FAIRY CAKE CASES,0.015176725659254778,0.22803030303030306,7.353699186991871
JUMBO BAG PINK POLKADOT,JUMBO  BAG BAROQUE BLACK WHITE,0.020874300408410224,0.3399014778325123,7.225365498233887
JUMBO  BAG BAROQUE BLACK WHITE,JUMBO BAG PINK POLKADOT,0.020874300408410224,0.44372990353697744,7.225365498233886
JUMBO SHOPPER VINTAGE RED PAISLEY,JUMBO STORAGE BAG SKULLS,0.015176725659254778,0.2561702127659574,7.206558623811678
JUMBO STORAGE BAG SKULLS,JUMBO SHOPPER VINTAGE RED PAISLEY,0.015176725659254778,0.42695035460992903,7.206558623811678
LUNCH BAG SPACEBOY DESIGN,LUNCH BAG CARS BLUE,0.024353350476478595,0.41745894554883317,7.199533275713051
LUNCH BAG CARS BLUE,LUNCH BAG SPACEBOY DESIGN,0.024353350476478595,0.42,7.199533275713051
LUNCH BAG SUKI DESIGN,LUNCH BAG SPACEBOY DESIGN,0.022941562043059548,0.4197416974169742,7.195105518470916
LUNCH BAG SPACEBOY DESIGN,LUNCH BAG SUKI DESIGN,0.022941562043059548,0.39325842696629215,7.195105518470915
LUNCH BAG APPLE DESIGN,JUMBO BAG APPLES,0.01840367064992689,0.35231660231660233,7.144678091763982
JUMBO BAG APPLES,LUNCH BAG APPLE DESIGN,0.01840367064992689,0.3732106339468303,7.144678091763981
JUMBO BAG PINK VINTAGE PAISLEY,JUMBO BAG PINK POLKADOT,0.019109564866636414,0.43815028901734104,7.13451123323557
JUMBO BAG PINK POLKADOT,JUMBO BAG PINK VINTAGE PAISLEY,0.019109564866636414,0.3111658456486043,7.13451123323557
JUMBO BAG APPLES,JUMBO BAG WOODLAND ANIMALS,0.015277567690213281,0.30981595092024544,7.120022890615559
JUMBO BAG WOODLAND ANIMALS,JUMBO BAG APPLES,0.015277567690213281,0.35110081112398606,7.120022890615558
JAM MAKING SET PRINTED,JAM MAKING SET WITH JARS,0.023798719306206827,0.4061962134251291,7.116686838216066
JAM MAKING SET WITH JARS,JAM MAKING SET PRINTED,0.023798719306206827,0.4169611307420495,7.116686838216065
JUMBO BAG PINK VINTAGE PAISLEY,JUMBO STORAGE BAG SUKI,0.018454091665406142,0.423121387283237,7.087640603030776
JUMBO STORAGE BAG SUKI,JUMBO BAG PINK VINTAGE PAISLEY,0.018454091665406142,0.3091216216216216,7.087640603030776
